"IWavePhi [deg]","Phase [deg]","Freq [GHz]","IWaveTheta [deg]","L1RE []","IWaveTheta [deg]","L1IM []","IWaveTheta [deg]","L2RE []","IWaveTheta [deg]","L2IM []","IWaveTheta [deg]","L3RE []","IWaveTheta [deg]","L3IM []","IWaveTheta [deg]","L4RE []","IWaveTheta [deg]","L4IM []","IWaveTheta [deg]","L5RE []","IWaveTheta [deg]","L5IM []","IWaveTheta [deg]","L6RE []","IWaveTheta [deg]","L6IM []","IWaveTheta [deg]","L7RE []","IWaveTheta [deg]","L7IM []","IWaveTheta [deg]","L8RE []","IWaveTheta [deg]","L8IM []"
0,0,2.5,-37.8,0.00121193158979455,-37.8,0.00037506350238329,-37.8,0.000897055053614501,-37.8,-0.000868143542825736,-37.8,-0.000331953111582395,-37.8,-0.00131677231106549,-37.8,-0.00116960600215699,-37.8,-0.000336452938535917,-37.8,-0.000889682473145731,-37.8,0.000949570633753371,-37.8,0.000430275690379271,-37.8,0.00134558884545666,-37.8,0.0012727463798697,-37.8,0.000315385284475206,-37.8,0.000859143425357621,-37.8,-0.000937181019352987
0,0,2.5,-37.6,0.00121883317693456,-37.6,0.0003526274831576,-37.6,0.00088500578093097,-37.6,-0.000880128914195843,-37.6,-0.000343850407177475,-37.6,-0.00131397395190274,-37.6,-0.0011709400707907,-37.6,-0.000331492805672795,-37.6,-0.000890372802031414,-37.6,0.00094905802232294,-37.6,0.000422159903807321,-37.6,0.00134776300398343,-37.6,0.0012690332795586,-37.6,0.000328195189818127,-37.6,0.000872997464184022,-37.6,-0.000924348787019038
0,0,2.5,-37.4,0.00122532930218613,-37.4,0.000330015752280804,-37.4,0.000872769650991546,-37.4,-0.000891971854185059,-37.4,-0.000355741027517556,-37.4,-0.00131105943537908,-37.4,-0.00117225444775629,-37.4,-0.00032652092323872,-37.4,-0.000891073794788915,-37.4,0.000948535271235031,-37.4,0.000414000373080824,-37.4,0.00134990909296609,-37.4,0.00126518351338446,-37.4,0.000341018744840254,-37.4,0.000886701523585118,-37.4,-0.000911260216649259
0,0,2.5,-37.2,0.00123141481380589,-37.2,0.000307235567788105,-37.2,0.000860348057758434,-37.2,-0.000903669028963441,-37.2,-0.000367623671300333,-37.2,-0.00130802838258854,-37.2,-0.0011735490795157,-37.2,-0.0003215374415342,-37.2,-0.000891785437632979,-37.2,0.000948002390189963,-37.2,0.000405797446916031,-37.2,0.00135202649331955,-37.2,0.00126119619609264,-37.2,0.000353854168248948,-37.2,0.000900250402870787,-37.2,-0.000897916319596633
0,0,2.5,-37,0.00123708459754675,-37,0.000284294307231188,-37,0.00084774249399676,-37,-0.00091521710887365,-37,-0.000379497000654069,-37,-0.00130488040586579,-37,-0.00117482372764758,-37,-0.000316542506391605,-37,-0.000892507713218287,-37,0.000947459317022912,-37,0.000397551528187664,-37,0.00135411454323934,-37,0.00125707054300335,-37,0.000366699608649174,-37,0.000913638878371324,-37,-0.000884318377737652
0,0,2.5,-36.8,0.00124233384153066,-36.8,0.000261199541026204,-36.8,0.000834954549521684,-36.8,-0.000926612685170901,-36.8,-0.000391359664044557,-36.8,-0.00130161530234135,-36.8,-0.00117607835346422,-36.8,-0.00031153627385933,-36.8,-0.000893240548700383,-36.8,0.000946906023630726,-36.8,0.000389263001536053,-36.8,0.00135617257026931,-36.8,0.00125280571754931,-36.8,0.000379553228174905,-36.8,0.000926861736606911,-36.8,-0.0008704676980222
0,0,2.5,-36.6,0.00124715763952641,-36.6,0.00023795893979866,-36.6,0.00082198590530474,-36.6,-0.000937852477775345,-36.6,-0.000403210357355911,-36.6,-0.00129823273970857,-36.6,-0.00117731280876043,-36.6,-0.000306518906257274,-36.6,-0.000893983961249185,-36.6,0.000946342440041359,-36.6,0.00038093226164398,-36.6,0.00135820001544152,-36.6,0.00124840092933276,-36.6,0.000392413154400655,-36.6,0.000939913794623268,-36.6,-0.000856365740256688
0,0,2.5,-36.4,0.00125155143214772,-36.4,0.000214580363538761,-36.4,0.000808838155925665,-36.4,-0.000948933140126275,-36.4,-0.000415047718023676,-36.4,-0.00129473242428934,-36.4,-0.00117852697968762,-36.4,-0.000301490544076446,-36.4,-0.000894737878515146,-36.4,0.000945768531898416,-36.4,0.000372559703636687,-36.4,0.00136019622084568,-36.4,0.00124385544272449,-36.4,0.000405277449895539,-36.4,0.000952789830368536,-36.4,-0.000842014041581568
0,0,2.5,-36.2,0.00125551071218047,-36.2,0.000191071767741515,-36.2,0.000795513104651693,-36.2,-0.000959851430643887,-36.2,-0.000426870378222462,-36.2,-0.00129111412899576,-36.2,-0.00117972071571492,-36.2,-0.000296451356497446,-36.2,-0.000895502264683949,-36.2,0.000945184268949167,-36.2,0.000364145761054497,-36.2,0.00136216048954594,-36.2,0.00123916846764532,-36.2,0.000418144206723077,-36.2,0.000965484568390305,-36.2,-0.000827414299634287
0,0,2.5,-36,0.00125903110575508,-36,0.000167441307094609,-36,0.000782012605467819,-36,-0.000970604046386835,-36,-0.000438676996934222,-36,-0.00128737763362843,-36,-0.00118089391676085,-36,-0.000291401507625706,-36,-0.000896277117497706,-36,0.000944589607255478,-36,0.00035569084230225,-36,0.00136409219818602,-36,0.00123433931609423,-36,0.000431011468934787,-36,0.000977992771078562,-36,-0.000812568294739342
0,0,2.5,-35.8,0.00126210848885195,-35.8,0.000143697190480139,-35.8,0.000768338487223804,-35.8,-0.000981187677258556,-35.8,-0.000450466193543191,-35.8,-0.00128352268512484,-35.8,-0.00118204647891267,-35.8,-0.000286341147808641,-35.8,-0.000897062390396598,-35.8,0.000943984469669867,-35.8,0.000347195393622025,-35.8,0.00136599071008831,-35.8,0.00122936726489614,-35.8,0.000443877269588514,-35.8,0.00099030928494607,-35.8,-0.000797477897101188
0,0,2.5,-35.6,0.00126473882330591,-35.6,0.000119847836838198,-35.6,0.000754492743352382,-35.6,-0.000991599081088755,-35.6,-0.00046223661121678,-35.6,-0.00127954912059038,-35.6,-0.00118317831034891,-35.6,-0.00028127045345672,-35.6,-0.000897858023262026,-35.6,0.000943368843535167,-35.6,0.000338659822058485,-35.6,0.0013678554108311,-35.6,0.0012242516887483,-35.6,0.000456739606666441,-35.6,0.0010024288256821,-35.6,-0.000782145145613824
0,0,2.5,-35.4,0.00126691823346385,-35.4,9.59017483357619E-05,-35.4,0.000740477360697137,-35.4,-0.00100183513089445,-35.4,-0.000473986873159947,-35.4,-0.00127545672487089,-35.4,-0.00118428922491584,-35.4,-0.000276189586044411,-35.4,-0.000898664012544999,-35.4,0.00094274267369069,-35.4,0.00033008459603139,-35.4,0.00136968564308265,-35.4,0.00121899189800255,-35.4,0.000469596457652105,-35.4,0.00101434620976304,-35.4,-0.000766572227731706
0,0,2.5,-35.2,0.00126864300154335,-35.2,7.18675720550711E-05,-35.2,0.000726294446940827,-35.2,-0.00101189250724209,-35.2,-0.000485715583738124,-35.2,-0.0012712453490325,-35.2,-0.00118537917370506,-35.2,-0.000271098705359267,-35.2,-0.000899480289643087,-35.2,0.000942105923101007,-35.2,0.000321470170049026,-35.2,0.00137148066079904,-35.2,0.0012135872728495,-35.2,0.000482445775785834,-35.2,0.0010260561680387,-35.2,-0.000750761365773002
0,0,2.5,-35,0.00126990965517121,-35,4.77540708582281E-05,-35,0.00071194613547732,-35,-0.00102176810217586,-35,-0.000497421367317152,-35,-0.00126691486430265,-35,-0.00118644800044738,-35,-0.000265997994336763,-35,-0.000900306853748263,-35,0.000941458521039804,-35,0.000312816996024684,-35,0.00137323996102366,-35,0.00120803720620513,-35,0.000495285501114306,-35,0.00103755358563693,-35,-0.000734714896730997
0,0,2.5,-34.8,0.00127071484472584,-34.8,2.35701285881132E-05,-34.8,0.000697434609238946,-34.8,-0.00103145876904946,-34.8,-0.000509102842831421,-34.8,-0.00126246512706762,-34.8,-0.00118749562228711,-34.8,-0.000260887630071483,-34.8,-0.000901143613106509,-34.8,0.000940800443790381,-34.8,0.000304125558873068,-34.8,0.00137496280871022,-34.8,0.00120234115377393,-34.8,0.000508113556194706,-34.8,0.00104883320163937,-34.8,-0.000718435361042232
0,0,2.5,-34.6,0.00127105536287094,-34.6,-6.75248824973776E-07,-34.6,0.000682762182998577,-34.6,-0.00104096134504196,-34.6,-0.000520758599718958,-34.6,-0.00125789602454009,-34.6,-0.00118852193421232,-34.6,-0.000255767775357465,-34.6,-0.00090199056122993,-34.6,0.000940131647015388,-34.6,0.000295396313674438,-34.6,0.00137664856895818,-34.6,0.00119649856395216,-34.6,0.000520927818991026,-34.6,0.00105988992516753,-34.6,-0.000701925407170341
0,0,2.5,-34.4,0.00127092832819018,-34.4,-2.49729479341474E-05,-34.4,0.000667931127196404,-34.4,-0.00105027272995041,-34.4,-0.000532387249415463,-34.4,-0.00125320752723469,-34.4,-0.00118952685518816,-34.4,-0.000250638613372374,-34.4,-0.000902847636842984,-34.4,0.000939452082686565,-34.4,0.00028662976117178,-34.4,0.00137829656616936,-34.4,0.00119050893291573,-34.4,0.000533726151267301,-34.4,0.00107071850592181,-34.4,-0.000685187748665018
0,0,2.5,-34.2,0.00127033080642101,-34.2,-4.93137435678755E-05,-34.2,0.000652943916280749,-34.2,-0.00105938989828191,-34.2,-0.000543987395820273,-34.2,-0.00124839949656527,-34.2,-0.00119051020222187,-34.2,-0.000245500323778439,-34.2,-0.00090371481783377,-34.2,0.000938761679364723,-34.2,0.000277826380524268,-34.2,0.00137990616191548,-34.2,0.00118437171709395,-34.2,0.00054650643807807,-34.2,0.00108131393420671,-34.2,-0.000668225228081358
0,0,2.5,-34,0.00126926032687303,-34,-7.3688306931574E-05,-34,0.000637802987647104,-34,-0.00106830977655031,-34,-0.000555557618486706,-34,-0.001243471919912,-34,-0.00119147194693445,-34,-0.0002403530836103,-34,-0.000904592058672325,-34,0.000938060437332214,-34,0.00026898668156024,-34,0.00138147678693946,-34,0.00117808648713611,-34,0.000559266473042906,-34,0.00109167100632462,-34,-0.000651040817096202
0,0,2.5,-33.8,0.00126771442737725,-33.8,-9.80872063051965E-05,-33.8,0.000622510846103614,-33.8,-0.00107702938383372,-33.8,-0.000567096525529099,-33.8,-0.00123842477656129,-33.8,-0.00119241197260969,-33.8,-0.000235197080476845,-33.8,-0.000905479291035656,-33.8,0.000937348271105257,-33.8,0.000260111171255033,-33.8,0.00138300766402654,-33.8,0.00117165281450536,-33.8,0.000572004084156954,-33.8,0.00110178471698824,-33.8,-0.000633637682351914
0,0,2.5,-33.6,0.00126569087680859,-33.6,-0.000122500916748031,-33.6,0.000607070088743453,-33.6,-0.00108554570199296,-33.6,-0.000578602707442776,-33.6,-0.00123325801912219,-33.6,-0.00119333017749099,-33.6,-0.000230032506550612,-33.6,-0.000906376483179739,-33.6,0.000936625181152535,-33.6,0.000251200357240049,-33.6,0.00138449821100199,-33.6,0.00116507028665241,-33.6,0.000584717056395622,-33.6,0.00111164995225727,-33.6,-0.000616018985565478
0,0,2.5,-33.4,0.00126318770783316,-33.4,-0.000146919809655769,-33.4,0.0005914833540685,-33.4,-0.00109385583367601,-33.4,-0.000590074732522514,-33.4,-0.00122797172841209,-33.4,-0.00119422645297224,-33.4,-0.000224859529437499,-33.4,-0.000907283574901493,-33.4,0.000935891057192874,-33.4,0.000242254764562072,-33.4,0.0013859476665327,-33.4,0.00115833850700249,-33.4,0.000597403157581138,-33.4,0.00112126178742308,-33.4,-0.000598188102645954
0,0,2.5,-33.2,0.00126020308350816,-33.2,-0.000171334184840056,-33.2,0.000575753379981971,-33.2,-0.00110195681332621,-33.2,-0.000601511203832035,-33.2,-0.00122256588332178,-33.2,-0.00119510073593222,-33.2,-0.000219678356848762,-33.2,-0.000908200571291101,-33.2,0.000935145887489635,-33.2,0.000233274928710235,-33.2,0.00138735550585251,-33.2,0.00115145713201063,-33.2,0.000610060135001557,-33.2,0.00113061517471096,-33.2,-0.000580148514020414
0,0,2.5,-33,0.00125673543113985,-33,-0.000195734235638409,-33,0.000559882903966023,-33,-0.00110984585489919,-33,-0.00061291070011584,-33,-0.00121704054455705,-33,-0.00119595292745799,-33,-0.000214489160693604,-33,-0.000909127354694087,-33,0.000934389645325862,-33,0.000224261373145529,-33,0.00138872110845825,-33,0.00114442589071901,-33,0.00062268573452417,-33,0.00113970524361219,-33,-0.000561903804484386
0,0,2.5,-32.8,0.00125278328672451,-32.8,-0.000220110092670459,-32.8,0.000543874769213205,-32.8,-0.00111752007846244,-32.8,-0.000624271817193006,-32.8,-0.00121139579986222,-32.8,-0.00119678291674532,-32.8,-0.000209292154185947,-32.8,-0.000910063883594556,-32.8,0.000933622219616371,-32.8,0.000215214639463216,-32.8,0.00139004364717254,-32.8,0.00113724440807359,-32.8,0.000635277664829407,-32.8,0.00114852702555139,-32.8,-0.000543457694204076
0,0,2.5,-32.6,0.00124834563154599,-32.6,-0.000244451801724904,-32.6,0.000527731897568673,-32.6,-0.00112497668260109,-32.6,-0.00063559311664784,-32.6,-0.00120563170640695,-32.6,-0.00119759065086343,-32.6,-0.000204087522055539,-32.6,-0.000911010146366101,-32.6,0.000932843627019843,-32.6,0.000206135296943677,-32.6,0.00139132260951041,-32.6,0.00112991250016367,-32.6,0.000647833606007143,-32.6,0.00115707569577377,-32.6,-0.000524814002487527
0,0,2.5,-32.4,0.00124342136284507,-32.4,-0.000268749342440247,-32.4,0.000511457202315736,-32.4,-0.00113221292626322,-32.4,-0.000646873181956612,-32.4,-0.00119974841492366,-32.4,-0.0011983759856143,-32.4,-0.000198875450829744,-32.4,-0.000911966059964731,-32.4,0.000932053826292483,-32.4,0.000197023881543508,-32.4,0.00139255728451743,-32.4,0.00112242990662392,-32.4,0.000660351255192677,-32.4,0.00116534643326319,-32.4,-0.000505976724513165
0,0,2.5,-32.2,0.00123800978279167,-32.2,-0.00029299263777659,-32.2,0.000495053710558801,-32.2,-0.00113922611585377,-32.2,-0.000658110602795901,-32.2,-0.00119374605808064,-32.2,-0.00119913888510178,-32.2,-0.000193656161604258,-32.2,-0.000912931569851226,-32.2,0.000931252722404729,-32.2,0.000187880966913378,-32.2,0.00139374702707747,-32.2,0.00111479642152076,-32.2,0.000672828284252367,-32.2,0.00117333447967461,-32.2,-0.000486949909685639
0,0,2.5,-32,0.00123211040080227,-32,-0.00031717150644089,-32,0.000478524497140741,-32,-0.00114601359995601,-32,-0.000669303959939726,-32,-0.00118762475405225,-32,-0.00119987925685339,-32,-0.000188429831971397,-32,-0.000913906635377775,-32,0.000930440318025962,-32,0.00017870711514962,-32,0.00139489121454367,-32,0.00110701189889044,-32,0.000685262302819705,-32,0.00118103516587784,-32,-0.000467737758687086
0,0,2.5,-31.8,0.0012257229191378,-31.8,-0.000341275784235996,-31.8,0.000461872670934263,-31.8,-0.00115257268580346,-31.8,-0.000680451835615521,-31.8,-0.00118138469583721,-31.8,-0.00120059704140307,-31.8,-0.000183196681657111,-31.8,-0.000914891220804634,-31.8,0.000929616536286076,-31.8,0.000169502911851498,-31.8,0.00139598917025603,-31.8,0.00109907622546406,-31.8,0.000697650955296254,-31.8,0.00118844379506074,-31.8,-0.000448344633949644
0,0,2.5,-31.6,0.00121884724936549,-31.6,-0.000365295194116017,-31.6,0.00044510146065372,-31.6,-0.00115890090100336,-31.6,-0.000691552795124304,-31.6,-0.0011750261059898,-31.6,-0.0012012921360743,-31.6,-0.000177956887642009,-31.6,-0.000915885212142965,-31.6,0.000928781355879328,-31.6,0.000160268929829167,-31.6,0.00139704030072655,-31.6,0.00109098921533565,-31.6,0.000709991853902726,-31.6,0.00119555580662201,-31.6,-0.000428774966576869
0,0,2.5,-31.4,0.0012114835643622,-31.4,-0.000389219422079487,-31.4,0.000428214063257065,-31.4,-0.0011649955838479,-31.4,-0.000702605415086824,-31.4,-0.0011685491370942,-31.4,-0.0012019644689042,-31.4,-0.000172710685768694,-31.4,-0.000916888611192587,-31.4,0.000927934715205774,-31.4,0.000151005774454506,-31.4,0.00139804384812346,-31.4,0.00108275091679497,-31.4,0.000722282625246064,-31.4,0.00120236664734021,-31.4,-0.000409033296467269
0,0,2.5,-31.2,0.00120363228602792,-31.2,-0.000413038145676744,-31.2,0.000411213814808122,-31.2,-0.0011708543823405,-31.2,-0.000713608305040059,-31.2,-0.00116195409902305,-31.2,-0.00120261397650678,-31.2,-0.000167458255087744,-31.2,-0.000917901330283816,-31.2,0.000927076544236948,-31.2,0.000141714021919873,-31.2,0.0013989992448791,-31.2,0.00107436124810311,-31.2,0.000734520844950339,-31.2,0.00120887190137241,-31.2,-0.000389124334435317
0,0,2.5,-31,0.00119529400154208,-31,-0.000436740988847599,-31,0.000394104058824902,-31,-0.00117647477139953,-31,-0.000724560033322369,-31,-0.00115524121823491,-31,-0.00120324061430851,-31,-0.000162199828234896,-31,-0.000918923317427077,-31,0.000926206854216041,-31,0.000132394288516276,-31,0.00139990581479923,-31,0.0010658201592054,-31,0.000746704032801463,-31,0.00121506706638317,-31,-0.000369052887640766
0,0,2.5,-30.8,0.00118646957432673,-30.8,-0.00046031752136763,-30.8,0.00037688818481284,-30.8,-0.00118185441742167,-30.8,-0.000735459183245635,-30.8,-0.00114841075060513,-30.8,-0.00120384429376037,-30.8,-0.000156935595384197,-30.8,-0.000919954509718033,-30.8,0.000925325571845684,-30.8,0.000123047169707286,-30.8,0.00140076297481504,-30.8,0.00105712773203651,-30.8,0.000758829833397792,-30.8,0.00122094791474697,-30.8,-0.000348823858526628
0,0,2.5,-30.6,0.00117716017285664,-30.6,-0.000483757310725118,-30.6,0.000359569672794216,-30.6,-0.00118699100539126,-30.6,-0.000746304332202541,-30.6,-0.00114146300587555,-30.6,-0.0012044249351674,-30.6,-0.000151665774337621,-30.6,-0.000920994831906964,-30.6,0.000924432666684247,-30.6,0.000113673291076923,-30.6,0.00140156999578355,-30.6,0.00104828405554714,-30.6,0.000770895717556266,-30.6,0.00122651015463969,-30.6,-0.000328442307121546
0,0,2.5,-30.4,0.00116736703867353,-30.4,-0.000507049924920151,-30.4,0.000342152064220966,-30.4,-0.00119188217331257,-30.4,-0.000757094106375469,-30.4,-0.00113439831545854,-30.4,-0.00120498249341171,-30.4,-0.000146390579445247,-30.4,-0.000922044238368098,-30.4,0.000923528083205942,-30.4,0.000104273262924106,-30.4,0.00140232632835358,-30.4,0.00103928920081511,-30.4,0.000782899231810108,-30.4,0.00123174956048535,-30.4,-0.000307913369693324
0,0,2.5,-30.2,0.00115709182415149,-30.2,-0.000530184897716314,-30.2,0.000324638896858579,-30.2,-0.00119652578629054,-30.2,-0.000767827049361515,-30.2,-0.00112721701300769,-30.2,-0.00120551691285789,-30.2,-0.00014111021816164,-30.2,-0.000923102682533403,-30.2,0.000922611771679932,-30.2,9.4847711662496E-05,-30.2,0.0014030312545135,-30.2,0.0010301433194558,-30.2,0.000794837907464819,-30.2,0.00123666211421421,-30.2,-0.00028724233099106
0,0,2.5,-30,0.00114633635157891,-30,-0.000553151716156395,-30,0.000307033806333079,-30,-0.00120091969325533,-30,-0.000778501778776269,-30,-0.00111991947581433,-30,-0.00120602813044928,-30,-0.000135824910942037,-30,-0.000924170063066877,-30,0.00092168367852306,-30,8.53972704405784E-05,-30,0.00140368415295924,-30,0.001020846588792,-30,0.000806709240693434,-30,0.00124124371069508,-30,-0.000266434564673026
0,0,2.5,-29.8,0.00113510264642913,-29.8,-0.000575939942743356,-29.8,0.000289340467107799,-29.8,-0.00120506166556655,-29.8,-0.000789116892268234,-29.8,-0.00111250607876714,-29.8,-0.00120651611823449,-29.8,-0.000130534873935238,-29.8,-0.000925246348300594,-29.8,0.000920743830950556,-29.8,7.59225767008301E-05,-29.8,0.00140428453000487,-29.8,0.00101139916813748,-29.8,0.000818510782654732,-29.8,0.00124549046711331,-29.8,-0.000245495581665707
0,0,2.5,-29.6,0.00112339300588448,-29.6,-0.000598539104232502,-29.6,0.000271562591129457,-29.6,-0.00120894976241569,-29.6,-0.000799671009452099,-29.6,-0.00110497721773057,-29.6,-0.00120698077002356,-29.6,-0.000125240323614032,-29.6,-0.000926331460416601,-29.6,0.000919792108022108,-29.6,6.6424266326534E-05,-29.6,0.00140483156215645,-29.6,0.00100180139029045,-29.6,0.000830239952941936,-29.6,0.00124939855487048,-29.6,-0.000224430987814163
0,0,2.5,-29.4,0.00111121002859329,-29.4,-0.000620938703698996,-29.4,0.00025370397271645,-29.4,-0.00121258194761321,-29.4,-0.000810162703373219,-29.4,-0.00109733330246952,-29.4,-0.00120742208035734,-29.4,-0.000119941480957189,-29.4,-0.000927425317519135,-29.4,0.000918828494454345,-29.4,5.69029899056719E-05,-29.4,0.00140532467671503,-29.4,0.000992053459369046,-29.4,0.000841894255571347,-29.4,0.00125296412847102,-29.4,-0.0002032465053073
0,0,2.5,-29.2,0.00109855654801618,-29.2,-0.000643128340538285,-29.2,0.00023576840757861,-29.2,-0.00121595628069559,-29.2,-0.000820590584070863,-29.2,-0.00108957483421275,-29.2,-0.00120783999929385,-29.2,-0.000114638559251382,-29.2,-0.000928527904244595,-29.2,0.000917852948476096,-29.2,4.73593952459678E-05,-29.2,0.00140576334035809,-29.2,0.000982155756384665,-29.2,0.000853471166709793,-29.2,0.00125618359630858,-29.2,-0.000181947967704006
0,0,2.5,-29,0.00108543550404562,-29,-0.000665097578853067,-29,0.000217759786733469,-29,-0.00121907089927711,-29,-0.000830953294874008,-29,-0.00108170222843173,-29,-0.00120823446978483,-29,-0.000109331786748668,-29,-0.000929639076832044,-29,0.000916865483696542,-29,3.77941442858818E-05,-29,0.00140614686419219,-29,0.000972108563241676,-29,0.000864968135910435,-29,0.00125905337117794,-29,-0.000160541298138517
0,0,2.5,-28.8,0.00107185029021175,-28.8,-0.000686835968345749,-28.8,0.000199682007796869,-28.8,-0.00122192398806671,-28.8,-0.000841249438677479,-28.8,-0.00107371601754224,-28.8,-0.00120860547174074,-28.8,-0.000104021386202665,-28.8,-0.00093075880878098,-28.8,0.000915865955157732,-28.8,2.82078942715731E-05,-28.8,0.00140647456447271,-28.8,0.000961912357502599,-28.8,0.000876382623486193,-28.8,0.00126156998643239,-28.8,-0.000139032563102201
0,0,2.5,-28.6,0.00105780443426787,-28.6,-0.000708333214284058,-28.6,0.00018153903326337,-28.6,-0.00122451380222819,-28.6,-0.000851477624457171,-28.6,-0.00106561665749034,-28.6,-0.00120895293739891,-28.6,-9.87075734736686E-05,-28.6,-0.000931887043057546,-28.6,0.000914854403276876,-28.6,1.86013124504524E-05,-28.6,0.00140674597120416,-28.6,0.000951567518428921,-28.6,0.000887712079896124,-28.6,0.00126373002451976,-28.6,-0.000117427899207723
0,0,2.5,-28.4,0.0010433017099733,-28.4,-0.000729578946353893,-28.4,0.000163334863300273,-28.4,-0.00122683866585814,-28.4,-0.000861636516329321,-28.4,-0.00105740473674497,-28.4,-0.00120927689392895,-28.4,-9.33905779450463E-05,-28.4,-0.000933023669380323,-28.4,0.000913830779375617,-28.4,8.97506945820788E-06,-28.4,0.00140696037926083,-28.4,0.00094107451580942,-28.4,0.000898953949540929,-28.4,0.00126553035093194,-28.4,-9.57335629145624E-05
0,0,2.5,-28.2,0.00102834615410721,-28.2,-0.000750562917394207,-28.2,0.000145073549342726,-28.2,-0.00122889697415107,-28.2,-0.000871724721049931,-28.2,-0.00104908075929294,-28.2,-0.00120957721660527,-28.2,-8.80706304923385E-05,-28.2,-0.000934168661505716,-28.2,0.000912794988457927,-28.2,-6.7015898423623E-07,-28.2,0.00140711717800829,-28.2,0.000930433845016348,-28.2,0.000910105622571014,-28.2,0.00126696769537768,-28.2,-7.39559038395909E-05
0,0,2.5,-28,0.00101294206652532,-28,-0.00077127490076541,-28,0.000126759180064191,-28,-0.00123068709585226,-28,-0.000881740894454574,-28,-0.00104064533017765,-28,-0.00120985398449934,-28,-8.2747949135829E-05,-28,-0.000935321908252055,-28,0.000911747095843918,-28,-1.03336940844602E-05,-28,0.0014072158153269,-28,0.0009196461057989,-28,0.000921164625780442,-28,0.00126803902696581,-28,-5.21013799914486E-05
0,0,2.5,-27.8,0.000997093990941252,-27.8,-0.000791704700069519,-27.8,0.000108395875893288,-27.8,-0.00123220765880699,-27.8,-0.000891683669558268,-27.8,-0.00103209903908649,-27.8,-0.00121010705077062,-27.8,-7.74227624940966E-05,-27.8,-0.000936483349199318,-27.8,0.000910686964578261,-27.8,-2.00148520006692E-05,-27.8,0.0014072557070402,-27.8,0.000908711846191675,-27.8,0.000932128273435752,-27.8,0.00126874144860585,-27.8,-3.01765393548462E-05
0,0,2.5,-27.6,0.00098080669042165,-27.6,-0.00081184221409761,-27.6,8.99878185961294E-05,-27.6,-0.00123345719021845,-27.6,-0.000901551691232902,-27.6,-0.00102344247460181,-27.6,-0.00121033648386672,-27.6,-7.20953000189143E-05,-27.6,-0.000937652917561888,-27.6,0.000909614639094495,-27.6,-2.97129454670371E-05,-27.6,0.00140723615552925,-27.6,0.0008976316741838,-27.6,0.000942994078700158,-27.6,0.00126907213825321,-27.6,-8.18803028131662E-06
0,0,2.5,-27.4,0.000964085237152701,-27.4,-0.000831677443427308,-27.4,7.15392015392597E-05,-27.4,-0.00123443438083117,-27.4,-0.000911343653930337,-27.4,-0.00101467632876056,-27.4,-0.00121054222063403,-27.4,-6.67657885082575E-05,-27.4,-0.000938830522428842,-27.4,0.000908530021139835,-27.4,-3.94272819109271E-05,-27.4,0.0014071566221876,-27.4,0.000886406298485573,-27.4,0.00095375941052243,-27.4,0.00126902837089239,-27.4,1.3857408625144E-05
0,0,2.5,-27.2,0.000946934884194182,-27.2,-0.000851200400764104,-27.2,5.30542760175066E-05,-27.2,-0.00123513788885491,-27.2,-0.000921058217662905,-27.2,-0.00100580121081302,-27.2,-0.00121072430818084,-27.2,-6.14344591535455E-05,-27.2,-0.000940016092820429,-27.2,0.000907433102804469,-27.2,-4.91571656929612E-05,-27.2,0.00140701656243029,-27.2,0.000875036348200161,-27.2,0.000964421702542516,-27.2,0.00126860761984901,-27.2,3.59529456263082E-05
0,0,2.5,-27,0.000929361145457839,-27,-0.000870401237147215,-27,3.45373199562199E-05,-27,-0.00123556655131651,-27,-0.000930694054845067,-27,-0.000996817801425027,-27,-0.00121088265468169,-27,-5.61015426145097E-05,-27,-0.000941209569973965,-27,0.000906323859029686,-27,-5.89018990838476E-05,-27,0.0014068153404019,-27,0.000863522609880411,-27,0.000974978369814557,-27,0.00126780740754125,-27,5.80916622228976E-05
0,0,2.5,-26.8,0.000911369817509061,-26.8,-0.000889270134373612,-26.8,1.5992649134939E-05,-26.8,-0.00123571922406026,-26.8,-0.000940249817728015,-26.8,-0.000987726844155372,-26.8,-0.00121101727204543,-26.8,-5.07672693053442E-05,-26.8,-0.000942410859761485,-26.8,0.000905202242184136,-26.8,-6.86607787326959E-05,-26.8,0.00140655238153447,-26.8,0.000851865901316238,-26.8,0.000985426826798921,-26.8,0.001266625398946,-26.8,8.02665490277252E-05
0,0,2.5,-26.6,0.000892966875606368,-26.6,-0.000907797445937174,-26.6,-2.57538904912093E-06,-26.6,-0.00123559490564605,-26.6,-0.000949724242928731,-26.6,-0.00097852899153511,-26.6,-0.00121112815875295,-26.6,-4.54318688713717E-05,-26.6,-0.000943619887316003,-26.6,0.000904068233068905,-26.6,-7.84330973696955E-05,-26.6,0.00140622718894951,-26.6,0.000840066953251289,-26.6,0.000995764465496274,-26.6,0.00126505943677189,-26.6,0.000102470519201353
0,0,2.5,-26.4,0.000874158647582244,-26.4,-0.000925973553975007,-26.4,-2.11624136658146E-05,-26.4,-0.00123519250384305,-26.4,-0.00095911602244024,-26.4,-0.000969225020206719,-26.4,-0.00121121530380826,-26.4,-4.00955729474217E-05,-26.4,-0.000944836572225613,-26.4,0.000902921793685893,-26.4,-8.82181462573785E-05,-26.4,0.00140583907459944,-26.4,0.000828126732739016,-26.4,0.00100598874608087,-26.4,0.00126310745618837,-26.4,0.000124696393961187
